id,DateTime,sensor_name,line_no,electrical_conductivity(μS/cm),humidity(Soil_Moisture_level(%RH)),Soil_Temperature[°C],Battery_level(%)
130023,2023-08-13 14:36:33.533,EM500_SMTC_1,1,284,25.96,22.8,
130042,2023-08-13 14:46:34.889,EM500_SMTC_1,1,282,25.86,22.8,
130060,2023-08-13 14:56:36.255,EM500_SMTC_1,1,279,25.8,22.8,
130079,2023-08-13 15:06:37.648,EM500_SMTC_1,1,276,25.8,22.9,
130097,2023-08-13 15:16:38.985,EM500_SMTC_1,1,274,25.68,22.9,
130114,2023-08-13 15:26:40.343,EM500_SMTC_1,1,271,25.62,22.9,
130132,2023-08-13 15:36:41.730,EM500_SMTC_1,1,266,25.62,23.0,
130152,2023-08-13 15:46:43.095,EM500_SMTC_1,1,262,25.62,23.0,
130170,2023-08-13 15:56:44.453,EM500_SMTC_1,1,259,25.57,23.0,
130189,2023-08-13 16:06:45.844,EM500_SMTC_1,1,256,25.51,23.0,
130207,2023-08-13 16:16:47.221,EM500_SMTC_1,1,255,25.57,23.1,
130226,2023-08-13 16:26:48.578,EM500_SMTC_1,1,253,25.51,23.1,
130243,2023-08-13 16:36:49.972,EM500_SMTC_1,1,252,25.51,23.1,100
130262,2023-08-13 16:46:51.322,EM500_SMTC_1,1,251,25.51,23.1,
130280,2023-08-13 16:56:52.692,EM500_SMTC_1,1,250,25.51,23.1,
130299,2023-08-13 17:06:54.046,EM500_SMTC_1,1,251,25.51,23.2,
130317,2023-08-13 17:16:55.422,EM500_SMTC_1,1,250,25.57,23.2,
130334,2023-08-13 17:26:56.792,EM500_SMTC_1,1,248,25.51,23.2,
130351,2023-08-13 17:36:58.162,EM500_SMTC_1,1,248,25.51,23.2,
130368,2023-08-13 17:46:59.530,EM500_SMTC_1,1,246,25.57,23.2,
130386,2023-08-13 17:57:00.908,EM500_SMTC_1,1,247,25.96,23.2,
130403,2023-08-13 18:07:02.252,EM500_SMTC_1,1,247,25.8,23.2,
130422,2023-08-13 18:17:03.626,EM500_SMTC_1,1,245,25.75,23.2,
130440,2023-08-13 18:27:05.007,EM500_SMTC_1,1,245,25.8,23.2,
130458,2023-08-13 18:37:06.376,EM500_SMTC_1,1,244,25.86,23.2,
130477,2023-08-13 18:47:07.720,EM500_SMTC_1,1,244,25.96,23.2,
130495,2023-08-13 18:57:09.099,EM500_SMTC_1,1,244,25.96,23.2,
130514,2023-08-13 19:07:10.472,EM500_SMTC_1,1,243,25.62,23.2,
130532,2023-08-13 19:17:11.829,EM500_SMTC_1,1,243,25.62,23.2,
130551,2023-08-13 19:27:13.202,EM500_SMTC_1,1,242,25.62,23.2,
130568,2023-08-13 19:37:14.585,EM500_SMTC_1,1,242,25.62,23.2,
130587,2023-08-13 19:47:15.940,EM500_SMTC_1,1,242,25.57,23.2,
130605,2023-08-13 19:57:17.297,EM500_SMTC_1,1,242,25.57,23.2,
130625,2023-08-13 20:07:18.662,EM500_SMTC_1,1,242,25.57,23.2,
130643,2023-08-13 20:17:20.025,EM500_SMTC_1,1,242,25.62,23.2,
130662,2023-08-13 20:27:21.387,EM500_SMTC_1,1,242,25.57,23.2,
130680,2023-08-13 20:37:22.750,EM500_SMTC_1,1,241,25.57,23.2,
130700,2023-08-13 20:47:24.122,EM500_SMTC_1,1,242,25.57,23.2,
130718,2023-08-13 20:57:25.471,EM500_SMTC_1,1,241,25.57,23.2,
130737,2023-08-13 21:07:26.833,EM500_SMTC_1,1,241,25.57,23.2,
130754,2023-08-13 21:17:28.195,EM500_SMTC_1,1,241,25.57,23.2,
130773,2023-08-13 21:27:29.565,EM500_SMTC_1,1,241,25.57,23.2,
130792,2023-08-13 21:37:30.919,EM500_SMTC_1,1,241,25.57,23.2,
130811,2023-08-13 21:47:32.301,EM500_SMTC_1,1,241,25.57,23.2,
130829,2023-08-13 21:57:33.655,EM500_SMTC_1,1,241,25.57,23.2,
130848,2023-08-13 22:07:35.011,EM500_SMTC_1,1,240,25.51,23.2,
130866,2023-08-13 22:17:36.389,EM500_SMTC_1,1,240,25.57,23.2,
130885,2023-08-13 22:27:37.766,EM500_SMTC_1,1,240,25.57,23.2,
130903,2023-08-13 22:37:39.142,EM500_SMTC_1,1,240,25.57,23.2,
130922,2023-08-13 22:47:40.489,EM500_SMTC_1,1,241,25.51,23.2,
130940,2023-08-13 22:57:41.855,EM500_SMTC_1,1,240,25.41,23.2,
130958,2023-08-13 23:07:43.228,EM500_SMTC_1,1,239,25.41,23.2,
130977,2023-08-13 23:17:44.583,EM500_SMTC_1,1,239,25.41,23.2,
130996,2023-08-13 23:27:45.935,EM500_SMTC_1,1,239,25.41,23.1,
131014,2023-08-13 23:37:47.293,EM500_SMTC_1,1,239,25.41,23.1,
131033,2023-08-13 23:47:48.666,EM500_SMTC_1,1,239,25.41,23.1,
131051,2023-08-13 23:57:50.021,EM500_SMTC_1,1,239,25.41,23.1,
131070,2023-08-14 00:07:51.411,EM500_SMTC_1,1,239,25.41,23.1,
131087,2023-08-14 00:17:52.764,EM500_SMTC_1,1,239,25.41,23.1,
131106,2023-08-14 00:27:54.138,EM500_SMTC_1,1,240,25.46,23.1,
131124,2023-08-14 00:37:55.505,EM500_SMTC_1,1,239,25.41,23.1,
131143,2023-08-14 00:47:56.879,EM500_SMTC_1,1,239,25.41,23.1,
131161,2023-08-14 00:57:58.245,EM500_SMTC_1,1,239,25.41,23.1,
131180,2023-08-14 01:07:59.610,EM500_SMTC_1,1,239,25.41,23.0,
131198,2023-08-14 01:18:00.981,EM500_SMTC_1,1,239,25.41,23.0,
131217,2023-08-14 01:28:02.366,EM500_SMTC_1,1,239,25.41,23.0,
131235,2023-08-14 01:38:03.704,EM500_SMTC_1,1,239,25.41,23.0,
131255,2023-08-14 01:48:05.068,EM500_SMTC_1,1,239,25.41,23.0,
131273,2023-08-14 01:58:06.462,EM500_SMTC_1,1,239,25.41,23.0,
131292,2023-08-14 02:08:07.822,EM500_SMTC_1,1,238,25.41,23.0,
131310,2023-08-14 02:18:09.180,EM500_SMTC_1,1,238,25.41,23.0,
131329,2023-08-14 02:28:10.546,EM500_SMTC_1,1,238,25.41,22.9,
131347,2023-08-14 02:38:11.926,EM500_SMTC_1,1,238,25.41,22.9,
131367,2023-08-14 02:48:13.280,EM500_SMTC_1,1,238,25.41,22.9,
131385,2023-08-14 02:58:14.637,EM500_SMTC_1,1,238,25.41,22.9,
131404,2023-08-14 03:08:16.009,EM500_SMTC_1,1,238,25.41,22.9,
131421,2023-08-14 03:18:17.372,EM500_SMTC_1,1,239,25.41,22.8,
131440,2023-08-14 03:28:18.736,EM500_SMTC_1,1,239,25.41,22.8,
131458,2023-08-14 03:38:20.114,EM500_SMTC_1,1,239,25.41,22.8,
131476,2023-08-14 03:48:21.470,EM500_SMTC_1,1,239,25.35,22.8,
131494,2023-08-14 03:58:22.828,EM500_SMTC_1,1,239,25.41,22.8,
131512,2023-08-14 04:08:24.188,EM500_SMTC_1,1,239,25.41,22.8,
131530,2023-08-14 04:18:25.557,EM500_SMTC_1,1,238,25.41,22.8,
131549,2023-08-14 04:28:26.908,EM500_SMTC_1,1,238,25.41,22.8,
131567,2023-08-14 04:38:28.291,EM500_SMTC_1,1,238,25.35,22.7,
131586,2023-08-14 04:48:29.639,EM500_SMTC_1,1,238,25.41,22.7,
131604,2023-08-14 04:58:31.013,EM500_SMTC_1,1,238,25.41,22.7,
131623,2023-08-14 05:08:32.369,EM500_SMTC_1,1,238,25.35,22.7,
131641,2023-08-14 05:18:33.728,EM500_SMTC_1,1,238,25.41,22.7,
131659,2023-08-14 05:28:35.107,EM500_SMTC_1,1,238,25.35,22.7,
131676,2023-08-14 05:38:36.463,EM500_SMTC_1,1,237,25.35,22.6,
131695,2023-08-14 05:48:37.821,EM500_SMTC_1,1,238,25.41,22.6,
131713,2023-08-14 05:58:39.179,EM500_SMTC_1,1,238,25.41,22.6,
131732,2023-08-14 06:08:40.541,EM500_SMTC_1,1,238,25.35,22.6,
131749,2023-08-14 06:18:41.897,EM500_SMTC_1,1,237,25.35,22.6,
131768,2023-08-14 06:28:43.279,EM500_SMTC_1,1,237,25.35,22.6,
131787,2023-08-14 06:38:44.645,EM500_SMTC_1,1,236,25.35,22.5,
131807,2023-08-14 06:48:45.987,EM500_SMTC_1,1,235,25.35,22.5,
131825,2023-08-14 06:58:47.359,EM500_SMTC_1,1,234,25.24,22.5,
131844,2023-08-14 07:08:48.735,EM500_SMTC_1,1,233,25.17,22.5,
131862,2023-08-14 07:18:50.088,EM500_SMTC_1,1,232,25.17,22.5,
131881,2023-08-14 07:28:51.471,EM500_SMTC_1,1,230,25.17,22.5,
131899,2023-08-14 07:38:52.817,EM500_SMTC_1,1,229,25.12,22.5,
131918,2023-08-14 07:48:54.199,EM500_SMTC_1,1,227,25.12,22.5,
131936,2023-08-14 07:58:55.547,EM500_SMTC_1,1,225,25.06,22.5,
131956,2023-08-14 08:08:56.923,EM500_SMTC_1,1,223,25.01,22.5,
131975,2023-08-14 08:18:58.301,EM500_SMTC_1,1,221,24.95,22.5,
131994,2023-08-14 08:28:59.655,EM500_SMTC_1,1,218,24.9,22.5,
132012,2023-08-14 08:39:01.042,EM500_SMTC_1,1,215,24.84,22.5,
132031,2023-08-14 08:49:02.421,EM500_SMTC_1,1,213,24.84,22.5,
132049,2023-08-14 08:59:03.784,EM500_SMTC_1,1,211,24.79,22.5,
132069,2023-08-14 09:09:05.148,EM500_SMTC_1,1,208,24.73,22.5,
132087,2023-08-14 09:19:06.520,EM500_SMTC_1,1,206,24.62,22.5,
132105,2023-08-14 09:29:07.890,EM500_SMTC_1,1,204,24.62,22.5,
132123,2023-08-14 09:39:09.246,EM500_SMTC_1,1,201,24.53,22.5,
132142,2023-08-14 09:49:10.636,EM500_SMTC_1,1,198,24.53,22.5,
132160,2023-08-14 09:59:11.986,EM500_SMTC_1,1,194,24.47,22.5,
132179,2023-08-14 10:09:13.374,EM500_SMTC_1,1,192,24.42,22.6,
132196,2023-08-14 10:19:14.746,EM500_SMTC_1,1,190,24.36,22.6,
132232,2023-08-14 10:39:17.478,EM500_SMTC_1,1,185,24.25,22.6,
132251,2023-08-14 10:49:18.846,EM500_SMTC_1,1,184,24.2,22.6,
132269,2023-08-14 10:59:20.228,EM500_SMTC_1,1,183,24.14,22.6,
132288,2023-08-14 11:09:21.589,EM500_SMTC_1,1,182,24.08,22.7,
132306,2023-08-14 11:19:22.952,EM500_SMTC_1,1,181,23.93,22.7,
132325,2023-08-14 11:29:24.320,EM500_SMTC_1,1,178,23.93,22.7,
132344,2023-08-14 11:39:25.706,EM500_SMTC_1,1,177,23.88,22.7,
132363,2023-08-14 11:49:27.067,EM500_SMTC_1,1,176,23.82,22.8,
132381,2023-08-14 11:59:28.461,EM500_SMTC_1,1,174,23.77,22.8,
132400,2023-08-14 12:09:29.831,EM500_SMTC_1,1,173,23.77,22.8,
132417,2023-08-14 12:19:31.211,EM500_SMTC_1,1,172,23.71,22.9,
132435,2023-08-14 12:29:32.589,EM500_SMTC_1,1,170,23.62,22.9,
132453,2023-08-14 12:39:33.964,EM500_SMTC_1,1,168,23.62,22.9,
132472,2023-08-14 12:49:35.323,EM500_SMTC_1,1,164,23.62,23.0,
132490,2023-08-14 12:59:36.705,EM500_SMTC_1,1,156,23.71,23.0,
132509,2023-08-14 13:09:38.079,EM500_SMTC_1,1,138,27.79,23.1,
132527,2023-08-14 13:19:39.437,EM500_SMTC_1,1,147,30.01,23.1,
132546,2023-08-14 13:29:40.801,EM500_SMTC_1,1,168,31.61,23.2,
132564,2023-08-14 13:39:42.171,EM500_SMTC_1,1,188,32.5,23.3,
132582,2023-08-14 13:49:43.545,EM500_SMTC_1,1,216,33.22,23.4,
132600,2023-08-14 13:59:44.919,EM500_SMTC_1,1,277,34.03,23.5,
132620,2023-08-14 14:09:46.271,EM500_SMTC_1,1,377,34.68,23.5,
132638,2023-08-14 14:19:47.653,EM500_SMTC_1,1,431,35.2,23.5,
132657,2023-08-14 14:29:49.009,EM500_SMTC_1,1,446,35.5,23.5,
132675,2023-08-14 14:39:50.387,EM500_SMTC_1,1,451,35.73,23.5,
132694,2023-08-14 14:49:51.749,EM500_SMTC_1,1,455,35.88,23.4,
132712,2023-08-14 14:59:53.112,EM500_SMTC_1,1,454,35.5,23.4,
132730,2023-08-14 15:09:54.477,EM500_SMTC_1,1,447,34.91,23.3,
132748,2023-08-14 15:19:55.842,EM500_SMTC_1,1,456,35.81,23.3,
132767,2023-08-14 15:29:57.199,EM500_SMTC_1,1,459,36.04,23.2,
132785,2023-08-14 15:39:58.565,EM500_SMTC_1,1,462,36.04,23.2,
132804,2023-08-14 15:49:59.944,EM500_SMTC_1,1,463,36.18,23.1,
132821,2023-08-14 16:00:01.300,EM500_SMTC_1,1,465,36.18,23.1,
132840,2023-08-14 16:10:02.654,EM500_SMTC_1,1,466,36.25,23.0,
132858,2023-08-14 16:20:04.030,EM500_SMTC_1,1,465,36.25,22.9,
132876,2023-08-14 16:30:05.390,EM500_SMTC_1,1,466,36.34,22.9,
132895,2023-08-14 16:40:06.768,EM500_SMTC_1,1,462,35.96,22.8,100
132914,2023-08-14 16:50:08.144,EM500_SMTC_1,1,451,34.91,22.8,
132932,2023-08-14 17:00:09.500,EM500_SMTC_1,1,443,34.24,22.8,
132951,2023-08-14 17:10:10.859,EM500_SMTC_1,1,437,33.87,22.7,
132969,2023-08-14 17:20:12.231,EM500_SMTC_1,1,432,33.66,22.7,
132988,2023-08-14 17:30:13.587,EM500_SMTC_1,1,427,33.43,22.7,
133006,2023-08-14 17:40:14.963,EM500_SMTC_1,1,424,33.09,22.7,
133025,2023-08-14 17:50:16.311,EM500_SMTC_1,1,422,32.93,22.7,
133042,2023-08-14 18:00:17.685,EM500_SMTC_1,1,419,32.87,22.7,
133060,2023-08-14 18:10:19.045,EM500_SMTC_1,1,418,32.72,22.7,
133078,2023-08-14 18:20:20.419,EM500_SMTC_1,1,415,32.59,22.7,
133097,2023-08-14 18:30:21.796,EM500_SMTC_1,1,413,32.5,22.7,
133115,2023-08-14 18:40:23.148,EM500_SMTC_1,1,412,32.45,22.7,
133134,2023-08-14 18:50:24.528,EM500_SMTC_1,1,410,32.38,22.7,
133152,2023-08-14 19:00:25.890,EM500_SMTC_1,1,410,32.38,22.7,
133172,2023-08-14 19:10:27.245,EM500_SMTC_1,1,409,32.38,22.7,
133190,2023-08-14 19:20:28.620,EM500_SMTC_1,1,408,32.09,22.7,
133209,2023-08-14 19:30:29.962,EM500_SMTC_1,1,406,32.09,22.7,
133227,2023-08-14 19:40:31.362,EM500_SMTC_1,1,405,32.03,22.8,
133246,2023-08-14 19:50:32.712,EM500_SMTC_1,1,404,31.96,22.8,
133264,2023-08-14 20:00:34.093,EM500_SMTC_1,1,403,31.9,22.8,
133283,2023-08-14 20:10:35.449,EM500_SMTC_1,1,402,31.9,22.8,
133301,2023-08-14 20:20:36.830,EM500_SMTC_1,1,402,31.9,22.8,
133320,2023-08-14 20:30:38.188,EM500_SMTC_1,1,401,31.74,22.8,
133338,2023-08-14 20:40:39.540,EM500_SMTC_1,1,400,31.74,22.8,
133357,2023-08-14 20:50:40.904,EM500_SMTC_1,1,400,31.68,22.8,
133375,2023-08-14 21:00:42.276,EM500_SMTC_1,1,399,31.68,22.8,
133394,2023-08-14 21:10:43.624,EM500_SMTC_1,1,399,31.61,22.8,
133412,2023-08-14 21:20:44.972,EM500_SMTC_1,1,398,31.61,22.8,
133431,2023-08-14 21:30:46.334,EM500_SMTC_1,1,397,31.48,22.8,
133450,2023-08-14 21:40:47.708,EM500_SMTC_1,1,397,31.48,22.8,
133469,2023-08-14 21:50:49.070,EM500_SMTC_1,1,397,31.48,22.8,
133487,2023-08-14 22:00:50.440,EM500_SMTC_1,1,396,31.41,22.8,
133506,2023-08-14 22:10:51.803,EM500_SMTC_1,1,396,31.41,22.8,
133524,2023-08-14 22:20:53.172,EM500_SMTC_1,1,395,31.35,22.8,
133543,2023-08-14 22:30:54.528,EM500_SMTC_1,1,395,31.35,22.8,
133561,2023-08-14 22:40:55.886,EM500_SMTC_1,1,394,31.35,22.8,
133580,2023-08-14 22:50:57.258,EM500_SMTC_1,1,394,31.27,22.8,
133598,2023-08-14 23:00:58.633,EM500_SMTC_1,1,393,31.27,22.8,
133617,2023-08-14 23:11:00.007,EM500_SMTC_1,1,393,31.21,22.8,
133635,2023-08-14 23:21:01.350,EM500_SMTC_1,1,393,31.27,22.8,
133654,2023-08-14 23:31:02.729,EM500_SMTC_1,1,392,31.21,22.7,
133672,2023-08-14 23:41:04.083,EM500_SMTC_1,1,392,31.21,22.7,
133691,2023-08-14 23:51:05.440,EM500_SMTC_1,1,391,31.21,22.7,
133709,2023-08-15 00:01:06.793,EM500_SMTC_1,1,391,31.13,22.7,
133729,2023-08-15 00:11:08.189,EM500_SMTC_1,1,391,31.13,22.7,
133747,2023-08-15 00:21:09.539,EM500_SMTC_1,1,390,31.13,22.7,
133765,2023-08-15 00:31:10.901,EM500_SMTC_1,1,390,31.07,22.7,
133783,2023-08-15 00:41:12.273,EM500_SMTC_1,1,389,31.07,22.7,
133800,2023-08-15 00:51:13.645,EM500_SMTC_1,1,389,31.07,22.7,
133818,2023-08-15 01:01:15.011,EM500_SMTC_1,1,389,31.0,22.7,
133837,2023-08-15 01:11:16.389,EM500_SMTC_1,1,388,31.0,22.7,
133855,2023-08-15 01:21:17.755,EM500_SMTC_1,1,388,31.0,22.7,
133874,2023-08-15 01:31:19.103,EM500_SMTC_1,1,388,31.0,22.7,
133892,2023-08-15 01:41:20.475,EM500_SMTC_1,1,387,30.93,22.7,
133911,2023-08-15 01:51:21.851,EM500_SMTC_1,1,387,30.93,22.7,
133929,2023-08-15 02:01:23.191,EM500_SMTC_1,1,387,30.93,22.6,
133948,2023-08-15 02:11:24.555,EM500_SMTC_1,1,386,30.93,22.6,
133966,2023-08-15 02:21:25.913,EM500_SMTC_1,1,386,30.93,22.6,
133985,2023-08-15 02:31:27.293,EM500_SMTC_1,1,387,31.0,22.6,
134004,2023-08-15 02:41:28.670,EM500_SMTC_1,1,385,31.0,22.6,
134023,2023-08-15 02:51:30.018,EM500_SMTC_1,1,384,30.93,22.6,
134041,2023-08-15 03:01:31.412,EM500_SMTC_1,1,383,30.86,22.6,
134060,2023-08-15 03:11:32.766,EM500_SMTC_1,1,383,30.74,22.6,
134078,2023-08-15 03:21:34.158,EM500_SMTC_1,1,387,30.93,22.6,
134097,2023-08-15 03:31:35.503,EM500_SMTC_1,1,387,30.93,22.6,
134115,2023-08-15 03:41:36.908,EM500_SMTC_1,1,387,30.93,22.6,
134134,2023-08-15 03:51:38.251,EM500_SMTC_1,1,387,30.93,22.6,
134152,2023-08-15 04:01:39.605,EM500_SMTC_1,1,386,30.86,22.5,
134171,2023-08-15 04:11:40.975,EM500_SMTC_1,1,384,30.66,22.5,
134189,2023-08-15 04:21:42.346,EM500_SMTC_1,1,384,30.66,22.5,
134208,2023-08-15 04:31:43.694,EM500_SMTC_1,1,383,30.66,22.5,
134226,2023-08-15 04:41:45.058,EM500_SMTC_1,1,383,30.66,22.5,
134245,2023-08-15 04:51:46.412,EM500_SMTC_1,1,382,30.66,22.5,
134262,2023-08-15 05:01:47.805,EM500_SMTC_1,1,382,30.6,22.5,
134282,2023-08-15 05:11:49.164,EM500_SMTC_1,1,382,30.6,22.5,
134300,2023-08-15 05:21:50.514,EM500_SMTC_1,1,382,30.6,22.5,
134319,2023-08-15 05:31:51.881,EM500_SMTC_1,1,382,30.6,22.5,
134337,2023-08-15 05:41:53.248,EM500_SMTC_1,1,383,30.66,22.5,
134356,2023-08-15 05:51:54.624,EM500_SMTC_1,1,384,30.66,22.4,
134374,2023-08-15 06:01:55.982,EM500_SMTC_1,1,382,30.6,22.4,
134393,2023-08-15 06:11:57.372,EM500_SMTC_1,1,382,30.6,22.4,
134411,2023-08-15 06:21:58.724,EM500_SMTC_1,1,382,30.6,22.4,
134430,2023-08-15 06:32:00.103,EM500_SMTC_1,1,400,30.6,22.4,
134448,2023-08-15 06:42:01.474,EM500_SMTC_1,1,397,30.47,22.4,
134467,2023-08-15 06:52:02.825,EM500_SMTC_1,1,376,30.26,22.4,
134485,2023-08-15 07:02:04.174,EM500_SMTC_1,1,373,30.2,22.4,
134504,2023-08-15 07:12:05.555,EM500_SMTC_1,1,388,30.26,22.4,
134521,2023-08-15 07:22:06.926,EM500_SMTC_1,1,395,30.2,22.4,
134540,2023-08-15 07:32:08.281,EM500_SMTC_1,1,371,29.88,22.3,
134560,2023-08-15 07:42:09.642,EM500_SMTC_1,1,370,29.81,22.3,
134579,2023-08-15 07:52:11.012,EM500_SMTC_1,1,368,29.75,22.3,
134597,2023-08-15 08:02:12.375,EM500_SMTC_1,1,367,29.69,22.3,
134616,2023-08-15 08:12:13.753,EM500_SMTC_1,1,368,29.62,22.3,
134635,2023-08-15 08:22:15.095,EM500_SMTC_1,1,367,29.49,22.3,
134654,2023-08-15 08:32:16.479,EM500_SMTC_1,1,365,29.43,22.3,
134672,2023-08-15 08:42:17.835,EM500_SMTC_1,1,364,29.23,22.3,
134690,2023-08-15 08:52:19.219,EM500_SMTC_1,1,363,29.16,22.3,
134707,2023-08-15 09:02:20.577,EM500_SMTC_1,1,360,29.1,22.4,
134726,2023-08-15 09:12:21.959,EM500_SMTC_1,1,359,28.97,22.4,
134744,2023-08-15 09:22:23.337,EM500_SMTC_1,1,357,28.85,22.4,
134763,2023-08-15 09:32:24.697,EM500_SMTC_1,1,356,28.78,22.4,
134781,2023-08-15 09:42:26.075,EM500_SMTC_1,1,355,28.65,22.4,
134800,2023-08-15 09:52:27.443,EM500_SMTC_1,1,352,28.47,22.4,
134818,2023-08-15 10:02:28.801,EM500_SMTC_1,1,350,28.35,22.4,
134838,2023-08-15 10:12:30.169,EM500_SMTC_1,1,348,28.28,22.4,
134856,2023-08-15 10:22:31.537,EM500_SMTC_1,1,346,28.1,22.4,
134875,2023-08-15 10:32:32.907,EM500_SMTC_1,1,344,28.03,22.5,
134893,2023-08-15 10:42:34.272,EM500_SMTC_1,1,343,27.86,22.5,
134911,2023-08-15 10:52:35.636,EM500_SMTC_1,1,340,27.72,22.5,
134929,2023-08-15 11:02:37.015,EM500_SMTC_1,1,338,27.6,22.5,
134948,2023-08-15 11:12:38.375,EM500_SMTC_1,1,336,27.55,22.5,
134966,2023-08-15 11:22:39.755,EM500_SMTC_1,1,334,27.43,22.5,
134985,2023-08-15 11:32:41.126,EM500_SMTC_1,1,331,27.19,22.6,
135003,2023-08-15 11:42:42.498,EM500_SMTC_1,1,328,27.07,22.6,
135022,2023-08-15 11:52:43.861,EM500_SMTC_1,1,326,27.02,22.6,
135040,2023-08-15 12:02:45.250,EM500_SMTC_1,1,323,26.9,22.7,
135057,2023-08-15 12:12:46.610,EM500_SMTC_1,1,320,26.77,22.7,
135075,2023-08-15 12:22:47.994,EM500_SMTC_1,1,317,26.65,22.7,
135092,2023-08-15 12:32:49.351,EM500_SMTC_1,1,314,26.49,22.8,
135111,2023-08-15 12:42:50.740,EM500_SMTC_1,1,311,26.37,22.8,
135129,2023-08-15 12:52:52.110,EM500_SMTC_1,1,307,26.32,22.8,
135145,2023-08-15 13:02:53.490,EM500_SMTC_1,1,303,26.25,22.9,
135164,2023-08-15 13:12:54.864,EM500_SMTC_1,1,302,26.32,22.9,
135181,2023-08-15 13:22:56.248,EM500_SMTC_1,1,299,26.09,23.0,
135200,2023-08-15 13:32:57.616,EM500_SMTC_1,1,296,26.19,23.0,
135218,2023-08-15 13:42:58.982,EM500_SMTC_1,1,294,26.14,23.0,
135238,2023-08-15 13:53:00.372,EM500_SMTC_1,1,291,26.09,23.1,
135256,2023-08-15 14:03:01.747,EM500_SMTC_1,1,286,26.02,23.1,
135275,2023-08-15 14:13:03.096,EM500_SMTC_1,1,284,25.96,23.1,
135292,2023-08-15 14:23:04.478,EM500_SMTC_1,1,285,25.86,23.2,
135311,2023-08-15 14:33:05.840,EM500_SMTC_1,1,278,25.8,23.2,
135329,2023-08-15 14:43:07.231,EM500_SMTC_1,1,276,25.75,23.2,
135347,2023-08-15 14:53:08.575,EM500_SMTC_1,1,279,25.75,23.2,
135365,2023-08-15 15:03:09.955,EM500_SMTC_1,1,278,25.68,23.3,
135385,2023-08-15 15:13:11.311,EM500_SMTC_1,1,278,25.75,23.3,
135403,2023-08-15 15:23:12.693,EM500_SMTC_1,1,278,25.68,23.3,
135422,2023-08-15 15:33:14.046,EM500_SMTC_1,1,276,25.68,23.4,
135440,2023-08-15 15:43:15.421,EM500_SMTC_1,1,274,25.62,23.4,
135459,2023-08-15 15:53:16.784,EM500_SMTC_1,1,275,25.57,23.4,
135477,2023-08-15 16:03:18.147,EM500_SMTC_1,1,272,25.51,23.4,
135496,2023-08-15 16:13:19.519,EM500_SMTC_1,1,270,25.51,23.4,
135514,2023-08-15 16:23:20.893,EM500_SMTC_1,1,272,25.46,23.5,
135533,2023-08-15 16:33:22.261,EM500_SMTC_1,1,262,25.35,23.5,
135551,2023-08-15 16:43:23.631,EM500_SMTC_1,1,262,25.35,23.5,100
135570,2023-08-15 16:53:25.002,EM500_SMTC_1,1,261,25.06,23.5,
135588,2023-08-15 17:03:26.355,EM500_SMTC_1,1,259,25.35,23.5,
135605,2023-08-15 17:13:27.735,EM500_SMTC_1,1,259,25.17,23.5,
135623,2023-08-15 17:23:29.097,EM500_SMTC_1,1,257,25.24,23.5,
135642,2023-08-15 17:33:30.475,EM500_SMTC_1,1,256,25.17,23.5,
135661,2023-08-15 17:43:31.825,EM500_SMTC_1,1,254,25.17,23.5,
135680,2023-08-15 17:53:33.200,EM500_SMTC_1,1,254,25.24,23.6,
135698,2023-08-15 18:03:34.577,EM500_SMTC_1,1,254,24.95,23.6,
135717,2023-08-15 18:13:35.948,EM500_SMTC_1,1,253,24.95,23.6,
135734,2023-08-15 18:23:37.297,EM500_SMTC_1,1,252,24.95,23.6,
135753,2023-08-15 18:33:38.662,EM500_SMTC_1,1,252,24.95,23.6,
135770,2023-08-15 18:43:40.029,EM500_SMTC_1,1,251,24.95,23.6,
135789,2023-08-15 18:53:41.405,EM500_SMTC_1,1,250,24.95,23.6,
135825,2023-08-15 19:13:44.129,EM500_SMTC_1,1,250,24.95,23.6,
135843,2023-08-15 19:23:45.480,EM500_SMTC_1,1,250,24.95,23.6,
135862,2023-08-15 19:33:46.864,EM500_SMTC_1,1,249,24.95,23.6,
135880,2023-08-15 19:43:48.218,EM500_SMTC_1,1,249,24.95,23.6,
135899,2023-08-15 19:53:49.586,EM500_SMTC_1,1,249,24.95,23.6,
135916,2023-08-15 20:03:50.944,EM500_SMTC_1,1,249,24.95,23.6,
135935,2023-08-15 20:13:52.296,EM500_SMTC_1,1,248,24.95,23.6,
135953,2023-08-15 20:23:53.690,EM500_SMTC_1,1,248,24.95,23.6,
135972,2023-08-15 20:33:55.042,EM500_SMTC_1,1,248,24.95,23.6,
135989,2023-08-15 20:43:56.413,EM500_SMTC_1,1,248,24.95,23.6,
136008,2023-08-15 20:53:57.768,EM500_SMTC_1,1,248,24.95,23.5,
136026,2023-08-15 21:03:59.128,EM500_SMTC_1,1,248,24.95,23.5,
136045,2023-08-15 21:14:00.510,EM500_SMTC_1,1,248,24.95,23.5,
136062,2023-08-15 21:24:01.860,EM500_SMTC_1,1,247,24.95,23.5,
136081,2023-08-15 21:34:03.242,EM500_SMTC_1,1,247,24.95,23.5,
136099,2023-08-15 21:44:04.614,EM500_SMTC_1,1,247,24.95,23.5,
136118,2023-08-15 21:54:05.970,EM500_SMTC_1,1,247,24.95,23.5,
136136,2023-08-15 22:04:07.324,EM500_SMTC_1,1,246,24.95,23.5,
